;index;Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
20524;85397;A823208;;09/21/2020 01:15:00 PM;09/18/2019;Return to Owner;;Cat;Intact Female;1 year;Domestic Shorthair;Torbie
20525;85398;A805708;;10/01/2019 02:10:00 PM;09/09/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Black
20526;85405;A823862;;12/02/2020 01:01:00 PM;09/20/2020;Adoption;Foster;Dog;Spayed Female;2 months;Siberian Husky Mix;Black/White
20527;85407;A820822;*Jolene;09/09/2020 01:17:00 PM;07/29/2012;Adoption;Foster;Dog;Intact Female;8 years;Pit Bull;White/Black
20528;85416;A789874;;03/13/2019 03:25:00 PM;04/08/2018;Adoption;;Dog;Spayed Female;11 months;Staffordshire Mix;Black/White
20529;85417;A823846;*Chacha;10/15/2020 02:57:00 PM;10/01/2018;Adoption;;Dog;Spayed Female;2 years;Chow Chow;Brown
20530;85419;A808499;Freebee;11/10/2019 05:04:00 PM;11/09/2014;Return to Owner;;Dog;Spayed Female;5 years;Boxer Mix;Tan/Black
20531;85430;A787545;Max;01/23/2019 04:10:00 PM;11/15/2018;Adoption;;Dog;Neutered Male;2 months;Chihuahua Shorthair Mix;Tan/White
20532;85432;A822490;Samson;09/03/2020 06:57:00 PM;09/03/2011;Return to Owner;;Dog;Neutered Male;9 years;Yorkshire Terrier;Brown/Black
20533;85433;A816857;;04/30/2020 12:53:00 PM;04/30/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
20534;85436;A802316;;08/16/2019 02:42:00 PM;07/25/2019;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;Black
20535;85438;A812351;Typhon;02/03/2020 06:55:00 PM;07/21/2018;Adoption;;Dog;Neutered Male;1 year;Doberman Pinsch Mix;Black/Tricolor
20536;85439;A823505;Luke;09/28/2020 06:12:00 PM;01/24/2020;Adoption;;Dog;Neutered Male;8 months;Pit Bull;Tan/White
20537;85440;A798872;*Merle;08/03/2019 03:01:00 PM;05/26/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Black/White
20538;85441;A809897;*Beltane;12/26/2019 02:48:00 PM;12/03/2017;Transfer;Partner;Dog;Intact Female;2 years;Pit Bull Mix;Brown/White
20539;85444;A812800;Brady;02/06/2020 12:02:00 PM;01/29/2016;Transfer;Partner;Dog;Neutered Male;4 years;German Shepherd;Brown/Black
20540;85446;A798247;;06/24/2019 06:11:00 PM;05/23/2019;Euthanasia;Rabies Risk;Other;Unknown;4 weeks;Raccoon;Gray/Black
20541;85448;A809228;;11/25/2019 10:06:00 AM;11/21/2018;Transfer;Snr;Cat;Intact Female;1 year;Domestic Medium Hair;Tortie
20542;85449;A803878;;09/07/2019 06:22:00 PM;07/07/2019;Transfer;Partner;Dog;Intact Male;2 months;Pit Bull;Fawn/White
20543;85451;A803318;;08/30/2019 06:31:00 PM;08/08/2019;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Tortie Point
20544;85453;A804571;;09/23/2019 06:04:00 PM;07/04/2019;Adoption;;Dog;Neutered Male;2 months;German Shepherd Mix;Black/Brown
20545;85461;A824938;;10/23/2020 05:00:00 PM;09/29/2020;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Orange Tabby/White
20546;85469;A808779;;11/21/2019 06:54:00 PM;08/26/2019;Transfer;Snr;Cat;Unknown;2 months;Domestic Shorthair;Blue Tabby/White
20547;85472;A789230;Rafael;02/18/2019 02:32:00 PM;11/03/2018;Return to Owner;;Dog;Intact Male;3 months;Staffordshire Mix;Fawn/Black
20548;85480;A776949;Twitch;09/14/2020 09:14:00 AM;07/21/2006;Adoption;Foster;Cat;Neutered Male;14 years;Domestic Shorthair Mix;Black
20549;85481;A795621;*Paris;06/26/2019 04:03:00 PM;04/17/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;White/Blue
20550;85484;A391379;Ike;11/17/2019 07:09:00 PM;12/03/2003;Return to Owner;;Dog;Neutered Male;15 years;Chihuahua Shorthair Mix;Tan/White
20551;85494;A803959;;09/09/2019 11:34:00 AM;09/09/2014;Euthanasia;Suffering;Dog;Intact Male;5 years;Pit Bull Mix;Brown Brindle
20552;85496;A803273;*Oliver;10/26/2019 01:05:00 PM;07/30/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;White/Cream
20553;85503;A807651;;10/27/2019 06:27:00 PM;10/27/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
20554;85506;A813083;;02/18/2020 11:27:00 AM;02/03/2016;Return to Owner;;Dog;Intact Male;4 years;Pug;Fawn
20555;85511;A796413;;06/13/2019 01:39:00 PM;04/01/2019;Adoption;Foster;Dog;Neutered Male;2 months;Pit Bull Mix;Brown/White
20556;85523;A819487;;08/18/2020 08:38:00 AM;06/05/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black/White
20557;85529;A801167;Milo;08/09/2019 04:54:00 PM;05/31/2019;Adoption;;Dog;Neutered Male;2 months;Pit Bull/Boxer;White/Brown
20558;85532;A816688;Molly;05/04/2020 01:36:00 PM;04/24/2013;Return to Owner;;Dog;Spayed Female;7 years;Dachshund;Black/Brown
20559;85534;A815470;Rojo;03/17/2020 07:13:00 PM;03/16/2018;Return to Owner;;Dog;Intact Male;2 years;Leonberger;Brown
20560;85535;A788748;*Scout;03/03/2019 07:32:00 PM;02/08/2017;Adoption;;Dog;Spayed Female;2 years;Labrador Retriever Mix;Red
20561;85540;A783326;Lemmy;03/27/2019 02:01:00 PM;10/29/2017;Adoption;;Dog;Neutered Male;1 year;Pointer Mix;Brown Brindle/White
20562;85543;A812079;Beahr;01/18/2020 12:16:00 PM;01/15/2018;Return to Owner;;Dog;Neutered Male;2 years;Border Collie Mix;Black
20563;85547;A802928;*Benji;09/07/2019 04:37:00 PM;07/13/2019;Adoption;Foster;Dog;Neutered Male;1 month;Border Collie Mix;White/Black
20564;85549;A787501;Daisy;01/20/2019 05:53:00 PM;01/14/2017;Adoption;;Dog;Spayed Female;2 years;Black/Tan Hound Mix;Black/Tan
20565;85557;A813580;Nix;02/14/2020 07:13:00 PM;02/14/2018;Return to Owner;;Dog;Intact Female;2 years;Belgian Malinois;Brown/Black
20566;85561;A825297;Taro;11/07/2020 03:26:00 PM;08/24/2020;Adoption;;Dog;Intact Female;2 months;Australian Shepherd/Border Collie;White/Black
20567;85563;A810941;*Perdita;01/02/2020 06:04:00 PM;02/23/2019;Adoption;;Dog;Spayed Female;10 months;Australian Cattle Dog/Catahoula;White/Black
20568;85576;A809813;;12/08/2019 05:49:00 PM;12/01/2018;Adoption;;Dog;Spayed Female;1 year;Jack Russell Terrier/Cardigan Welsh Corgi;White/Brown
20569;85577;A799297;Yummi;08/23/2019 04:32:00 PM;06/06/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Seal Point
20570;85578;A792986;;03/25/2020 01:12:00 PM;03/21/2019;Adoption;Foster;Cat;Spayed Female;1 year;Domestic Longhair Mix;Black
20571;85580;A789542;*Nacho;03/20/2019 05:18:00 PM;02/23/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Brown Tabby/White
20572;85583;A802458;*Mr.Smith;08/22/2019 11:56:00 AM;08/18/2018;Transfer;Snr;Cat;Intact Male;1 year;Domestic Shorthair Mix;Black
20573;85585;A765452;Willow;10/09/2019 01:03:00 PM;07/20/2017;Transfer;Partner;Dog;Spayed Female;2 years;Whippet Mix;Tan/White
20574;85589;A813176;Pepper;02/09/2020 03:02:00 PM;02/05/2014;Adoption;;Cat;Spayed Female;6 years;Domestic Longhair;Tortie
20575;85590;A823166;;09/17/2020 07:35:00 PM;08/25/2020;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair;Black
20576;85593;A820955;*Zippie;08/11/2020 06:07:00 PM;10/01/2019;Adoption;;Dog;Spayed Female;10 months;Boxer Mix;Brown/White
20577;85604;A813143;;02/08/2020 12:38:00 PM;02/04/2010;Transfer;Partner;Cat;Intact Female;10 years;Domestic Shorthair Mix;Blue
20578;85605;A811507;;01/06/2020 05:37:00 PM;10/20/2019;Adoption;;Dog;Neutered Male;2 months;Wire Hair Fox Terrier;Black/White
20579;85609;A793893;Lily;05/02/2019 12:49:00 PM;05/01/2017;Transfer;Partner;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Black/Tan
20580;85610;A810394;Sandy;12/19/2019 05:32:00 PM;06/12/2019;Adoption;;Dog;Spayed Female;6 months;Pit Bull;Brown Brindle
20581;85620;A824336;;10/12/2020 05:00:00 PM;10/01/2020;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair;White/Black
20582;85623;A800430;Joey;07/29/2019 05:47:00 PM;07/21/2014;Return to Owner;;Cat;Neutered Male;5 years;Domestic Medium Hair;Black
20583;85625;A761051;Bluebell;04/25/2019 12:40:00 PM;10/28/2016;Return to Owner;;Dog;Spayed Female;2 years;Soft Coated Wheaten Terrier Mix;Tan/White
20584;85626;A762670;Chester;01/19/2020 05:16:00 PM;11/23/2016;Adoption;;Dog;Neutered Male;3 years;Staffordshire Mix;Brown Brindle
20585;85632;A819588;*Vera;08/19/2020 01:05:00 PM;05/12/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Brown Tabby/Black
20586;85633;A800496;*Marius;08/13/2019 10:54:00 AM;09/22/2018;Transfer;Partner;Dog;Intact Male;10 months;Staffordshire;Red
20587;85636;A787994;;01/28/2019 06:09:00 PM;11/24/2018;Adoption;;Dog;Intact Female;2 months;Australian Cattle Dog Mix;Tricolor/White
20588;85639;A801665;350G;08/07/2019 02:31:00 PM;07/19/2019;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair;Brown Tabby/White
20589;85641;A797329;*Eloise;07/30/2019 09:26:00 AM;04/30/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Medium Hair;Brown Tabby
20590;85644;A799397;;08/03/2019 03:03:00 PM;06/02/2019;Transfer;Partner;Dog;Spayed Female;2 months;Australian Cattle Dog;White
20591;85655;A801475;*Buttercup;10/26/2019 12:19:00 PM;07/03/2019;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Torbie
20592;85657;A801832;Falafel;08/26/2019 07:04:00 PM;04/09/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;White/Black
20593;85664;A807203;Boots;11/07/2019 02:19:00 PM;10/22/2013;Transfer;Partner;Cat;Neutered Male;6 years;Domestic Medium Hair Mix;Blue/White
20594;85668;A776757;Cobalt;12/19/2020 02:28:00 PM;07/18/2017;Adoption;Foster;Dog;Neutered Male;3 years;Pit Bull Mix;Brown Brindle/Brown
20595;85670;A738992;*Rio;11/14/2019 12:20:00 PM;11/25/2015;Return to Owner;;Dog;Neutered Male;3 years;Pit Bull Mix;White/Black
20596;85671;A812434;Chilindrina;01/24/2020 04:19:00 PM;06/22/2016;Adoption;;Dog;Spayed Female;3 years;Cairn Terrier;Brown
20597;85672;A808013;;11/06/2019 11:29:00 AM;08/02/2019;Transfer;Snr;Cat;Intact Female;3 months;Domestic Shorthair;Black/White
20598;85679;A802855;Trap;08/24/2019 01:36:00 PM;08/23/2011;Return to Owner;;Dog;Intact Male;8 years;Labrador Retriever;Brown
20599;85680;A680227;Suzie;06/17/2020 04:26:00 PM;05/31/2010;Adoption;;Dog;Spayed Female;10 years;German Shepherd/Labrador Retriever;Gold
20600;85684;A804018;;09/10/2019 03:49:00 PM;09/09/2017;Return to Owner;;Dog;Intact Female;2 years;Shih Tzu;Chocolate/White
20601;85686;A802592;Hershey;03/03/2020 06:55:00 PM;12/20/2018;Adoption;Foster;Dog;Spayed Female;1 year;Boxer/Chinese Sharpei;Brown/Tricolor
20602;85687;A786435;Leo;03/02/2019 04:25:00 PM;12/24/2017;Adoption;;Cat;Neutered Male;1 year;Domestic Longhair Mix;Blue Tabby/White
20603;85691;A787369;*Mercury;01/20/2019 11:33:00 AM;01/11/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black Tabby
20604;85694;A797723;;06/28/2019 12:27:00 PM;06/03/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Black/White
20605;85706;A823016;;09/18/2020 05:03:00 PM;03/14/2020;Euthanasia;Rabies Risk;Other;Unknown;6 months;Opossum;Gray/White
20606;85708;A798495;*Nellie;11/29/2019 06:24:00 PM;06/26/2018;Adoption;;Dog;Spayed Female;1 year;Australian Kelpie Mix;Tricolor/Brown
20607;85710;A791551;Jumba;09/07/2019 04:59:00 PM;10/27/2017;Adoption;;Dog;Neutered Male;1 year;Pit Bull Mix;Blue/White
20608;85711;A803935;*Blanche;10/08/2019 03:50:00 PM;09/08/2014;Transfer;Partner;Dog;Spayed Female;5 years;Boxer;Tan/White
20609;85713;A785795;Redd;01/22/2019 05:20:00 PM;12/10/2016;Adoption;;Dog;Neutered Male;2 years;Catahoula Mix;Red/White
20610;85714;A794634;Diamond;07/15/2019 03:01:00 PM;04/10/2019;Adoption;;Cat;Spayed Female;3 months;Siamese;Lynx Point
20611;85715;A802495;*Bolt;09/06/2019 05:23:00 PM;08/19/2017;Adoption;;Dog;Neutered Male;2 years;Cardigan Welsh Corgi Mix;Tricolor
20612;85718;A787636;*Monkey;02/25/2019 06:27:00 PM;01/17/2017;Adoption;;Dog;Neutered Male;2 years;Staffordshire Mix;Blue/White
20613;85722;A802659;*Swayze;08/28/2019 04:53:00 PM;10/21/2018;Adoption;;Dog;Neutered Male;10 months;Plott Hound Mix;Brown Brindle/White
20614;85728;A815695;King;03/28/2020 09:09:00 AM;12/08/2019;Return to Owner;;Dog;Intact Male;3 months;German Shepherd;Brown
20615;85730;A793896;*Gaston;05/28/2019 04:59:00 PM;08/01/2018;Adoption;;Cat;Neutered Male;9 months;Domestic Medium Hair Mix;White/Blue
20616;85734;A767626;Bailey;06/28/2019 05:46:00 PM;12/04/2017;Adoption;;Dog;Spayed Female;1 year;Alaskan Husky Mix;Black/White
20617;85745;A701744;Blaze;06/28/2019 03:34:00 PM;09/01/2011;Return to Owner;Field;Dog;Neutered Male;7 years;Labrador Retriever Mix;Black/White
20618;85751;A817482;;05/17/2020 02:49:00 PM;05/05/2020;Transfer;Partner;Cat;Intact Female;1 weeks;Domestic Shorthair;Calico
20619;85757;A798919;*Pupperoni;07/05/2019 03:03:00 PM;07/02/2014;Transfer;Partner;Dog;Intact Female;5 years;Chihuahua Shorthair;Tan
20620;85762;A804900;;09/20/2019 03:18:00 PM;08/24/2019;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;Tortie
20621;85768;A820848;;07/30/2020 01:59:00 PM;07/26/2020;Transfer;Partner;Cat;Unknown;4 days;Domestic Shorthair;Brown Tabby
20622;85772;A799863;;07/24/2019 12:00:00 AM;06/20/2019;Euthanasia;At Vet;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Cream Tabby/White
20623;85776;A791288;King;03/24/2019 03:13:00 PM;07/23/2018;Return to Owner;;Dog;Intact Male;8 months;Pit Bull Mix;Blue/White
20624;85779;A789201;Quade;02/18/2019 02:47:00 PM;02/17/2018;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;White/Cream Tabby
20625;85780;A803778;Lyra;09/10/2019 04:33:00 PM;11/06/2018;Adoption;;Dog;Spayed Female;10 months;Chihuahua Shorthair;Brown
20626;85785;A815439;;03/15/2020 06:30:00 PM;03/12/2020;Transfer;Partner;Cat;Intact Male;3 days;Domestic Shorthair;Brown Tabby
20627;85797;A795526;*330 Grams;05/21/2019 12:00:00 AM;05/06/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Brown Tabby
20628;85806;A790678;;03/19/2019 01:22:00 PM;03/13/2019;Transfer;Partner;Cat;Unknown;6 days;Domestic Shorthair Mix;Black
20629;85809;A808006;*Bonnie;11/09/2019 05:45:00 PM;08/02/2019;Adoption;;Dog;Spayed Female;3 months;Black Mouth Cur;Tan/Black
20630;85810;A814630;Scotty;03/04/2020 12:15:00 PM;09/04/2018;Return to Owner;;Dog;Intact Female;1 year;Miniature Schnauzer;Gray/Tan
20631;85811;A794279;;05/16/2019 12:00:00 AM;12/06/2018;Transfer;Partner;Dog;Intact Female;5 months;Beagle/Black Mouth Cur;Tan/Black
20632;85813;A785225;Cecil;02/21/2019 06:25:00 PM;11/28/2016;Euthanasia;Aggressive;Dog;Neutered Male;2 years;Pit Bull;Brown Brindle/White
20633;85815;A809386;Luna;12/01/2019 05:22:00 PM;06/23/2019;Adoption;;Dog;Spayed Female;5 months;Pit Bull Mix;Blue/White
20634;85816;A815699;*Belle;05/07/2020 12:36:00 PM;03/09/2020;Adoption;Foster;Dog;Spayed Female;1 month;Labrador Retriever/Australian Cattle Dog;White/Black
20635;85819;A799612;;07/14/2019 05:30:00 PM;03/19/2019;Transfer;Snr;Cat;Intact Male;3 months;Domestic Shorthair;Orange Tabby
20636;85844;A821275;*Walnut;08/25/2020 07:48:00 AM;06/10/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
20637;85845;A805153;;09/24/2019 01:52:00 PM;09/01/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Brown Tabby
20638;85846;A792473;*Lou Lou;06/07/2019 06:13:00 AM;04/11/2019;Died;In Foster;Cat;Intact Female;1 month;Domestic Shorthair Mix;Brown Tabby/White
20639;85851;A803021;Pepper;09/01/2019 06:41:00 PM;05/26/2019;Adoption;;Dog;Intact Female;3 months;Australian Cattle Dog;Blue Tick
20640;85859;A776461;Apollo;05/06/2019 04:14:00 PM;07/14/2016;Return to Owner;;Dog;Intact Male;2 years;Boxer Mix;Fawn/White
20641;85868;A810885;Lala;12/23/2019 01:34:00 PM;09/23/2019;Return to Owner;;Dog;Intact Female;2 months;Miniature Schnauzer Mix;White/Black
20642;85871;A793815;*Silk;06/01/2019 01:20:00 PM;03/17/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
20643;85879;A799437;Peaches;07/23/2019 05:39:00 PM;07/08/2017;Adoption;;Dog;Spayed Female;2 years;Pit Bull;Brown
20644;85887;A813017;;02/06/2020 12:57:00 PM;02/02/2011;Died;In Kennel;Cat;Neutered Male;9 years;Domestic Shorthair;Brown Tabby
20645;85889;A826140;;11/23/2020 09:00:00 AM;11/19/2018;Disposal;;Bird;Unknown;2 years;Pigeon;Gray/White
20646;85890;A797047;Samson;06/21/2019 05:18:00 PM;04/08/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Cream
20647;85894;A785669;*Lil B;02/06/2019 04:47:00 PM;12/06/2018;Adoption;Foster;Dog;Spayed Female;2 months;Staffordshire Mix;Brown Brindle/White
20648;85895;A774102;Skyler;02/07/2019 06:19:00 PM;01/11/2016;Return to Owner;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Black
20649;85902;A793720;;05/03/2019 04:37:00 PM;04/29/2017;Adoption;;Dog;Spayed Female;2 years;Wire Hair Fox Terrier Mix;White/Brown
20650;85904;A791323;Momo;04/03/2019 06:02:00 PM;03/28/2018;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black
20651;85907;A788114;Luu;04/02/2019 05:54:00 PM;07/26/2018;Return to Owner;;Dog;Intact Female;8 months;Beagle/German Shepherd;Black/Tan
20652;85921;A810247;;12/20/2019 11:25:00 AM;06/09/2019;Transfer;Partner;Other;Unknown;6 months;Guinea Pig;Brown
20653;85929;A712919;Ramos;09/26/2019 08:49:00 AM;09/30/2012;Adoption;Foster;Dog;Neutered Male;6 years;Pit Bull Mix;Tan/White
20654;85944;A813849;Bogie;03/08/2020 04:54:00 PM;02/19/2019;Adoption;;Cat;Neutered Male;1 year;Siamese Mix;Blue Point
20655;85946;A820990;;08/12/2020 06:25:00 PM;06/02/2020;Adoption;;Dog;Spayed Female;2 months;Anatol Shepherd Mix;Brown/White
20656;85950;A799758;Walter;07/16/2019 05:32:00 PM;01/11/2019;Adoption;;Dog;Neutered Male;6 months;Border Collie;Chocolate/White
20657;85954;A792382;Lorenzo;04/20/2019 03:20:00 PM;04/09/2018;Adoption;;Dog;Neutered Male;1 year;German Shepherd Mix;Black/Brown
20658;85963;A797327;Marfa;06/22/2019 06:30:00 PM;06/12/2017;Return to Owner;;Dog;Spayed Female;2 years;Labrador Retriever/Catahoula;Tan
20659;85968;A823146;*Bluebell;12/15/2020 02:02:00 PM;08/18/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Blue Tabby
20660;85972;A805331;;09/25/2019 05:26:00 PM;08/31/2019;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair;Blue
20661;85980;A808902;*Moon;01/08/2020 08:27:00 AM;10/04/2019;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair;Blue Tabby/White
20662;85981;A781956;Buster;01/19/2019 12:09:00 PM;10/08/2016;Transfer;Partner;Dog;Intact Male;2 years;Pit Bull Mix;Brown Brindle
20663;85982;A797581;;06/15/2019 09:54:00 AM;06/15/2017;Euthanasia;Suffering;Bird;Unknown;2 years;Parakeet;Green
20664;85983;A801487;;08/10/2019 03:06:00 PM;06/13/2019;Transfer;Partner;Dog;Intact Female;1 month;Chihuahua Shorthair;Sable/White
20665;85989;A794156;*Hopper;06/23/2019 06:31:00 PM;05/04/2017;Adoption;;Dog;Spayed Female;2 years;American Pit Bull Terrier/Basenji;White/Tan
20666;85995;A810045;;12/11/2019 10:48:00 AM;12/06/2018;Transfer;Snr;Cat;Intact Female;1 year;Domestic Shorthair;Calico
20667;85996;A803626;Kash;10/14/2019 02:57:00 PM;10/03/2018;Transfer;Partner;Dog;Neutered Male;1 year;Pointer;White/Brown
20668;85999;A805819;;10/22/2019 05:09:00 PM;10/02/2017;Transfer;Partner;Bird;Unknown;2 years;Chicken Mix;Black/White
20669;86003;A809525;;11/30/2019 11:33:00 AM;07/25/2019;Adoption;;Bird;Unknown;4 months;Parakeet;White/Gray
20670;86007;A816196;;04/16/2020 11:37:00 AM;04/09/2019;Adoption;Foster;Bird;Unknown;1 year;Parakeet;Green/Yellow
20671;86017;A813786;Mr. Snugs;04/02/2020 02:29:00 PM;03/02/2015;Adoption;Foster;Dog;Neutered Male;5 years;Great Dane;Black
20672;86022;A819671;Midnight;07/07/2020 01:29:00 PM;07/02/2017;Return to Owner;;Dog;Intact Male;3 years;Border Collie/German Shepherd;Black
20673;86035;A793422;*Bella;04/28/2019 06:04:00 PM;02/28/2019;Adoption;;Dog;Spayed Female;1 month;Beagle Mix;Tricolor
20674;86039;A820608;Carmine;07/27/2020 11:13:00 AM;07/23/2012;Transfer;Partner;Dog;Neutered Male;8 years;Miniature Poodle Mix;White
20675;86041;A575388;Molly;06/16/2019 06:28:00 PM;05/18/2010;Adoption;;Dog;Spayed Female;9 years;Labrador Retriever Mix;Tan
20676;86050;A799369;;07/13/2019 10:03:00 AM;05/24/2019;Transfer;Partner;Dog;Intact Female;1 month;Pit Bull;Brown
20677;86051;A818804;*Oblina;12/01/2020 12:16:00 PM;06/15/2017;Adoption;Foster;Cat;Spayed Female;3 years;Domestic Medium Hair;Black
20678;86053;A805108;*Espy;10/18/2019 07:12:00 PM;09/22/2017;Adoption;;Dog;Neutered Male;2 years;Pit Bull;Brown/White
20679;86055;A790487;Tommy;03/19/2019 05:38:00 PM;09/11/2017;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black/White
20680;86058;A805639;;11/03/2019 06:17:00 PM;05/29/2019;Adoption;;Cat;Neutered Male;5 months;Domestic Medium Hair Mix;Black/White
20681;86060;A802475;195 Grams;08/18/2019 06:00:00 PM;08/09/2019;Transfer;Partner;Cat;Intact Female;1 weeks;Domestic Shorthair Mix;Tortie/White
20682;86077;A787927;;01/27/2019 06:09:00 PM;05/22/2018;Adoption;;Dog;Spayed Female;8 months;Chihuahua Shorthair Mix;Tan
20683;86078;A790325;Blue;03/19/2019 02:27:00 PM;06/08/2018;Transfer;Partner;Dog;Neutered Male;9 months;Blue Lacy Mix;Blue/White
20684;86079;A789918;;03/03/2019 03:01:00 PM;03/01/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Black
20685;86084;A789148;Lucho;02/17/2019 11:46:00 AM;02/17/2011;Return to Owner;;Dog;Neutered Male;8 years;Miniature Schnauzer Mix;Gray
20686;86087;A799086;Shoto;09/14/2019 03:29:00 PM;05/16/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Brown Tabby/Black
20687;86089;A795885;*Orange;07/19/2019 05:02:00 PM;04/28/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Torbie/White
20688;86091;A811566;Bubby;01/09/2020 05:22:00 PM;07/09/2018;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair;White
20689;86092;A811566;Bubby;01/09/2020 05:22:00 PM;07/09/2018;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair;White
20690;86093;A666538;Pasco;07/31/2020 10:41:00 AM;11/03/2012;Transfer;Partner;Dog;Intact Male;7 years;Chihuahua Shorthair Mix;Brown/Black
20691;86094;A823902;Luna;10/23/2020 02:02:00 PM;07/01/2012;Adoption;Foster;Dog;Spayed Female;8 years;Catahoula Mix;Black/White
20692;86096;A742421;Deena;08/01/2019 12:37:00 PM;01/21/2013;Return to Owner;;Dog;Spayed Female;6 years;Pit Bull Mix;Tan
20693;86099;A811802;Liquorice;01/10/2020 12:29:00 PM;03/15/2015;Return to Owner;;Cat;Neutered Male;4 years;Domestic Shorthair;Black
20694;86102;A820515;Anakin;07/30/2020 05:29:00 PM;05/04/2020;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Buff
20695;86107;A778013;*Bronze;01/16/2019 09:52:00 AM;08/07/2017;Transfer;Partner;Dog;Neutered Male;1 year;Pit Bull Mix;Black/White
20696;86112;A811924;Hunnie;03/06/2020 07:11:00 PM;01/12/2010;Adoption;;Dog;Spayed Female;10 years;Australian Shepherd Mix;Tan
20697;86114;A797021;;06/21/2019 03:10:00 PM;04/08/2019;Transfer;Partner;Cat;Intact Male;2 months;Domestic Medium Hair;Brown Tabby/White
20698;86115;A805238;;09/28/2019 07:18:00 PM;09/24/2018;Transfer;Snr;Cat;Intact Female;1 year;Domestic Shorthair;Torbie
20699;86116;A822001;*Olive;09/22/2020 09:01:00 AM;07/02/2020;Adoption;Foster;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black/White
20700;86117;A823829;;10/05/2020 06:50:00 PM;07/20/2020;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Black/White
20701;86125;A809886;;12/04/2019 12:04:00 PM;10/19/2019;Transfer;Partner;Dog;Intact Female;1 month;Labrador Retriever/German Shepherd;Black/Tan
20702;86126;A813107;;02/04/2020 07:01:00 PM;11/04/2019;Transfer;Partner;Dog;Intact Female;3 months;Doberman Pinsch;Black/Brown
20703;86132;A788099;Jack Daniel;02/02/2019 07:04:00 PM;01/26/2018;Adoption;;Dog;Neutered Male;1 year;Australian Cattle Dog Mix;Brown Brindle/White
20704;86133;A790780;Oscar;03/20/2019 05:17:00 PM;03/16/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby
20705;86147;A803552;*Tailz;09/17/2019 02:55:00 PM;09/02/2017;Transfer;Partner;Dog;Intact Male;2 years;Weimaraner/Labrador Retriever;Gray
